route,method,action,middleware,public,auth_mode,expected,actual_status,result,evidence
api/classes/{classId}/sessions,GET,App\Modules\Academic\Http\Controllers\SessionController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/classes/01a03ca9-8452-71d3-ae89-c7f664491055/sessions -> 200 [{""id"":""01a03ca9-848b-70a0-b70b-13e5a6f4969d"",""class_id"":""01a03ca9-8452-71d3-ae89-c7f664491055"",""dat"
api/classes/{classId}/sessions,GET,App\Modules\Academic\Http\Controllers\SessionController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/classes/01a03ca9-8452-71d3-ae89-c7f664491055/sessions -> 200 [{""id"":""01a03ca9-848b-70a0-b70b-13e5a6f4969d"",""class_id"":""01a03ca9-8452-71d3-ae89-c7f664491055"",""dat"
api/classes/{classId}/sessions,POST,App\Modules\Academic\Http\Controllers\SessionController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/classes/01a03ca9-8452-71d3-ae89-c7f664491055/sessions -> 401 {""message"":""Unauthenticated.""}"
api/classes/{classId}/sessions,POST,App\Modules\Academic\Http\Controllers\SessionController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"POST /api/classes/01a03ca9-8452-71d3-ae89-c7f664491055/sessions -> 401 {""message"":""Unauthenticated.""}"
api/classes/{classId}/sessions,POST,App\Modules\Academic\Http\Controllers\SessionController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,422,PASS,"POST /api/classes/01a03ca9-8452-71d3-ae89-c7f664491055/sessions -> 422 {""message"":""The date field is required. (and 2 more errors)"",""errors"":{""date"":[""The date field is re"
api/classes/{classId}/sessions,POST,App\Modules\Academic\Http\Controllers\SessionController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,422,PASS,"POST /api/classes/01a03ca9-8452-71d3-ae89-c7f664491055/sessions -> 422 {""message"":""The date field is required. (and 2 more errors)"",""errors"":{""date"":[""The date field is re"
api/classes/{id},GET,App\Modules\Academic\Http\Controllers\ClassController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/classes/01a03ca9-8452-71d3-ae89-c7f664491055 -> 401 {""message"":""Unauthenticated.""}"
api/classes/{id},GET,App\Modules\Academic\Http\Controllers\ClassController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/classes/01a03ca9-8452-71d3-ae89-c7f664491055 -> 401 {""message"":""Unauthenticated.""}"
api/classes/{id},GET,App\Modules\Academic\Http\Controllers\ClassController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/classes/01a03ca9-8452-71d3-ae89-c7f664491055 -> 200 {""class"":{""id"":""01a03ca9-8452-71d3-ae89-c7f664491055"",""name"":""General English - Level 1"",""teacher_id"
api/classes/{id},GET,App\Modules\Academic\Http\Controllers\ClassController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/classes/01a03ca9-8452-71d3-ae89-c7f664491055 -> 200 {""class"":{""id"":""01a03ca9-8452-71d3-ae89-c7f664491055"",""name"":""General English - Level 1"",""teacher_id"
api/classes/{id},PATCH,App\Modules\Academic\Http\Controllers\ClassController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"PATCH /api/classes/01a03ca9-8452-71d3-ae89-c7f664491055 -> 401 {""message"":""Unauthenticated.""}"
api/classes/{id},PATCH,App\Modules\Academic\Http\Controllers\ClassController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"PATCH /api/classes/01a03ca9-8452-71d3-ae89-c7f664491055 -> 401 {""message"":""Unauthenticated.""}"
api/classes/{id},PATCH,App\Modules\Academic\Http\Controllers\ClassController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"PATCH /api/classes/01a03ca9-8452-71d3-ae89-c7f664491055 -> 200 {""id"":""01a03ca9-8452-71d3-ae89-c7f664491055"",""name"":""General English - Level 1"",""teacher_id"":null,""p"
api/classes/{id},PATCH,App\Modules\Academic\Http\Controllers\ClassController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"PATCH /api/classes/01a03ca9-8452-71d3-ae89-c7f664491055 -> 200 {""id"":""01a03ca9-8452-71d3-ae89-c7f664491055"",""name"":""General English - Level 1"",""teacher_id"":null,""p"
api/dashboard,GET,App\Modules\Iam\Http\Controllers\DashboardController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/dashboard -> 401 {""message"":""Unauthenticated.""}"
api/dashboard,GET,App\Modules\Iam\Http\Controllers\DashboardController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/dashboard -> 401 {""message"":""Unauthenticated.""}"
api/dashboard,GET,App\Modules\Iam\Http\Controllers\DashboardController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/dashboard -> 200 {""students"":{""total"":23,""active"":20,""graduated"":1,""new_this_month"":23},""classes"":{""total"":9,""active"""
api/dashboard,GET,App\Modules\Iam\Http\Controllers\DashboardController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/dashboard -> 200 {""students"":{""total"":23,""active"":20,""graduated"":1,""new_this_month"":23},""classes"":{""total"":9,""active"""
api/donations,GET,App\Modules\FundingImpact\Http\Controllers\FundingController@indexDonations,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/donations -> 401 {""message"":""Unauthenticated.""}"
api/donations,GET,App\Modules\FundingImpact\Http\Controllers\FundingController@indexDonations,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/donations -> 401 {""message"":""Unauthenticated.""}"
api/donations,GET,App\Modules\FundingImpact\Http\Controllers\FundingController@indexDonations,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/donations -> 200 [{""id"":""683b81bb-332d-4c5a-92a6-4cc9b849281c"",""campaign_id"":""0dd5ef91-349e-465d-8ef5-40e9806e0e96"","""
api/donations,GET,App\Modules\FundingImpact\Http\Controllers\FundingController@indexDonations,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/donations -> 200 [{""id"":""683b81bb-332d-4c5a-92a6-4cc9b849281c"",""campaign_id"":""0dd5ef91-349e-465d-8ef5-40e9806e0e96"","""
api/donations,POST,App\Modules\FundingImpact\Http\Controllers\FundingController@storeDonation,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/donations -> 401 {""message"":""Unauthenticated.""}"
api/donations,POST,App\Modules\FundingImpact\Http\Controllers\FundingController@storeDonation,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"POST /api/donations -> 401 {""message"":""Unauthenticated.""}"
api/donations,POST,App\Modules\FundingImpact\Http\Controllers\FundingController@storeDonation,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,422,PASS,"POST /api/donations -> 422 {""message"":""The donor id field is required. (and 3 more errors)"",""errors"":{""donor_id"":[""The donor id"
api/donations,POST,App\Modules\FundingImpact\Http\Controllers\FundingController@storeDonation,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,422,PASS,"POST /api/donations -> 422 {""message"":""The donor id field is required. (and 3 more errors)"",""errors"":{""donor_id"":[""The donor id"
api/donors,GET,App\Modules\FundingImpact\Http\Controllers\FundingController@indexDonors,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/donors -> 401 {""message"":""Unauthenticated.""}"
api/donors,GET,App\Modules\FundingImpact\Http\Controllers\FundingController@indexDonors,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/donors -> 401 {""message"":""Unauthenticated.""}"
api/donors,GET,App\Modules\FundingImpact\Http\Controllers\FundingController@indexDonors,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/donors -> 200 [{""id"":""131c0e46-3eb1-4fdd-bb61-385fcf5aa3b0"",""full_name"":""Afghan Education Foundation"",""type"":""ngo"""
api/donors,GET,App\Modules\FundingImpact\Http\Controllers\FundingController@indexDonors,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/donors -> 200 [{""id"":""131c0e46-3eb1-4fdd-bb61-385fcf5aa3b0"",""full_name"":""Afghan Education Foundation"",""type"":""ngo"""
api/donors,POST,App\Modules\FundingImpact\Http\Controllers\FundingController@storeDonor,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/donors -> 401 {""message"":""Unauthenticated.""}"
api/donors,POST,App\Modules\FundingImpact\Http\Controllers\FundingController@storeDonor,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"POST /api/donors -> 401 {""message"":""Unauthenticated.""}"
api/donors,POST,App\Modules\FundingImpact\Http\Controllers\FundingController@storeDonor,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,422,PASS,"POST /api/donors -> 422 {""message"":""The full name field is required. (and 1 more error)"",""errors"":{""full_name"":[""The full na"
api/donors,POST,App\Modules\FundingImpact\Http\Controllers\FundingController@storeDonor,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,422,PASS,"POST /api/donors -> 422 {""message"":""The full name field is required. (and 1 more error)"",""errors"":{""full_name"":[""The full na"
api/employees,GET,App\Modules\PeopleHr\Http\Controllers\EmployeeController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/employees -> 401 {""message"":""Unauthenticated.""}"
api/employees,GET,App\Modules\PeopleHr\Http\Controllers\EmployeeController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/employees -> 401 {""message"":""Unauthenticated.""}"
api/employees,GET,App\Modules\PeopleHr\Http\Controllers\EmployeeController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/employees -> 200 [{""id"":""fec4b407-5755-4741-89f4-8c933b3fc8be"",""full_name"":""Omar Faizi"",""phone"":null,""email"":null,""ro"
api/employees,GET,App\Modules\PeopleHr\Http\Controllers\EmployeeController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/employees -> 200 [{""id"":""fec4b407-5755-4741-89f4-8c933b3fc8be"",""full_name"":""Omar Faizi"",""phone"":null,""email"":null,""ro"
api/employees,POST,App\Modules\PeopleHr\Http\Controllers\EmployeeController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/employees -> 401 {""message"":""Unauthenticated.""}"
api/employees,POST,App\Modules\PeopleHr\Http\Controllers\EmployeeController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"POST /api/employees -> 401 {""message"":""Unauthenticated.""}"
api/employees,POST,App\Modules\PeopleHr\Http\Controllers\EmployeeController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,422,PASS,"POST /api/employees -> 422 {""message"":""The full name field is required. (and 2 more errors)"",""errors"":{""full_name"":[""The full n"
api/employees,POST,App\Modules\PeopleHr\Http\Controllers\EmployeeController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,422,PASS,"POST /api/employees -> 422 {""message"":""The full name field is required. (and 2 more errors)"",""errors"":{""full_name"":[""The full n"
api/employees/{id},GET,App\Modules\PeopleHr\Http\Controllers\EmployeeController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/employees/75d421b2-daca-4643-8594-07655d8a8992 -> 401 {""message"":""Unauthenticated.""}"
api/employees/{id},GET,App\Modules\PeopleHr\Http\Controllers\EmployeeController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/employees/75d421b2-daca-4643-8594-07655d8a8992 -> 401 {""message"":""Unauthenticated.""}"
api/employees/{id},GET,App\Modules\PeopleHr\Http\Controllers\EmployeeController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/employees/75d421b2-daca-4643-8594-07655d8a8992 -> 200 {""id"":""75d421b2-daca-4643-8594-07655d8a8992"",""full_name"":""Zahra Rezai"",""phone"":null,""email"":null,""ro"
api/employees/{id},GET,App\Modules\PeopleHr\Http\Controllers\EmployeeController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/employees/75d421b2-daca-4643-8594-07655d8a8992 -> 200 {""id"":""75d421b2-daca-4643-8594-07655d8a8992"",""full_name"":""Zahra Rezai"",""phone"":null,""email"":null,""ro"
api/employees/{id},PATCH,App\Modules\PeopleHr\Http\Controllers\EmployeeController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"PATCH /api/employees/75d421b2-daca-4643-8594-07655d8a8992 -> 401 {""message"":""Unauthenticated.""}"
api/employees/{id},PATCH,App\Modules\PeopleHr\Http\Controllers\EmployeeController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"PATCH /api/employees/75d421b2-daca-4643-8594-07655d8a8992 -> 401 {""message"":""Unauthenticated.""}"
api/employees/{id},PATCH,App\Modules\PeopleHr\Http\Controllers\EmployeeController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"PATCH /api/employees/75d421b2-daca-4643-8594-07655d8a8992 -> 200 {""id"":""75d421b2-daca-4643-8594-07655d8a8992"",""full_name"":""Zahra Rezai"",""phone"":null,""email"":null,""ro"
api/employees/{id},PATCH,App\Modules\PeopleHr\Http\Controllers\EmployeeController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"PATCH /api/employees/75d421b2-daca-4643-8594-07655d8a8992 -> 200 {""id"":""75d421b2-daca-4643-8594-07655d8a8992"",""full_name"":""Zahra Rezai"",""phone"":null,""email"":null,""ro"
api/employees/{id},DELETE,App\Modules\PeopleHr\Http\Controllers\EmployeeController@destroy,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"DELETE /api/employees/56c9c8c6-6770-4222-93a5-e05ad19f2c6c -> 401 {""message"":""Unauthenticated.""}"
api/employees/{id},DELETE,App\Modules\PeopleHr\Http\Controllers\EmployeeController@destroy,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"DELETE /api/employees/533daef4-be5a-43ad-9a61-925e7c7610b0 -> 401 {""message"":""Unauthenticated.""}"
api/employees/{id},DELETE,App\Modules\PeopleHr\Http\Controllers\EmployeeController@destroy,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,404,PASS,"DELETE /api/employees/000f29d2-5f94-44bd-a98c-00eaddbf172b -> 404 {
    ""message"": ""No query results for model [App\\Modules\\PeopleHr\\Models\\Employee] 000f29d2-5f9"
api/employees/{id},DELETE,App\Modules\PeopleHr\Http\Controllers\EmployeeController@destroy,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,404,PASS,"DELETE /api/employees/7a7231af-90f9-4c2c-b2c4-90696d24df53 -> 404 {
    ""message"": ""No query results for model [App\\Modules\\PeopleHr\\Models\\Employee] 7a7231af-90f"
api/employees/{id}/transfer,POST,App\Modules\PeopleHr\Http\Controllers\EmployeeController@transfer,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/employees/75d421b2-daca-4643-8594-07655d8a8992/transfer -> 401 {""message"":""Unauthenticated.""}"
api/employees/{id}/transfer,POST,App\Modules\PeopleHr\Http\Controllers\EmployeeController@transfer,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"POST /api/employees/75d421b2-daca-4643-8594-07655d8a8992/transfer -> 401 {""message"":""Unauthenticated.""}"
api/employees/{id}/transfer,POST,App\Modules\PeopleHr\Http\Controllers\EmployeeController@transfer,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,422,PASS,"POST /api/employees/75d421b2-daca-4643-8594-07655d8a8992/transfer -> 422 {""message"":""The new branch id field is required. (and 1 more error)"",""errors"":{""new_branch_id"":[""The"
api/employees/{id}/transfer,POST,App\Modules\PeopleHr\Http\Controllers\EmployeeController@transfer,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,422,PASS,"POST /api/employees/75d421b2-daca-4643-8594-07655d8a8992/transfer -> 422 {""message"":""The new branch id field is required. (and 1 more error)"",""errors"":{""new_branch_id"":[""The"
api/exams/{examId}/results,GET,App\Modules\Academic\Http\Controllers\ExamController@results,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/exams/4db8f07d-d7cc-4f59-8f50-073709618583/results -> 401 {""message"":""Unauthenticated.""}"
api/exams/{examId}/results,GET,App\Modules\Academic\Http\Controllers\ExamController@results,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/exams/4db8f07d-d7cc-4f59-8f50-073709618583/results -> 401 {""message"":""Unauthenticated.""}"
api/exams/{examId}/results,GET,App\Modules\Academic\Http\Controllers\ExamController@results,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/exams/4db8f07d-d7cc-4f59-8f50-073709618583/results -> 200 {""exam"":{""id"":""4db8f07d-d7cc-4f59-8f50-073709618583"",""title"":""Mid-term Assessment"",""date"":""2026-08-1"
api/exams/{examId}/results,GET,App\Modules\Academic\Http\Controllers\ExamController@results,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/exams/4db8f07d-d7cc-4f59-8f50-073709618583/results -> 200 {""exam"":{""id"":""4db8f07d-d7cc-4f59-8f50-073709618583"",""title"":""Mid-term Assessment"",""date"":""2026-08-1"
api/exams/{examId}/results,POST,App\Modules\Academic\Http\Controllers\ExamController@storeResult,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/exams/4db8f07d-d7cc-4f59-8f50-073709618583/results -> 401 {""message"":""Unauthenticated.""}"
api/exams/{examId}/results,POST,App\Modules\Academic\Http\Controllers\ExamController@storeResult,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"POST /api/exams/4db8f07d-d7cc-4f59-8f50-073709618583/results -> 401 {""message"":""Unauthenticated.""}"
api/exams/{examId}/results,POST,App\Modules\Academic\Http\Controllers\ExamController@storeResult,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,422,PASS,"POST /api/exams/4db8f07d-d7cc-4f59-8f50-073709618583/results -> 422 {""message"":""The student id field is required. (and 1 more error)"",""errors"":{""student_id"":[""The stude"
api/exams/{examId}/results,POST,App\Modules\Academic\Http\Controllers\ExamController@storeResult,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,422,PASS,"POST /api/exams/4db8f07d-d7cc-4f59-8f50-073709618583/results -> 422 {""message"":""The student id field is required. (and 1 more error)"",""errors"":{""student_id"":[""The stude"
api/expense-requests,GET,App\Modules\FinancePayroll\Http\Controllers\ExpenseController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/expense-requests -> 401 {""message"":""Unauthenticated.""}"
api/expense-requests,GET,App\Modules\FinancePayroll\Http\Controllers\ExpenseController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/expense-requests -> 401 {""message"":""Unauthenticated.""}"
api/expense-requests,GET,App\Modules\FinancePayroll\Http\Controllers\ExpenseController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,GET /api/expense-requests -> 200 []
api/expense-requests,GET,App\Modules\FinancePayroll\Http\Controllers\ExpenseController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,GET /api/expense-requests -> 200 []
api/expense-requests,POST,App\Modules\FinancePayroll\Http\Controllers\ExpenseController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/expense-requests -> 401 {""message"":""Unauthenticated.""}"
api/expense-requests,POST,App\Modules\FinancePayroll\Http\Controllers\ExpenseController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"POST /api/expense-requests -> 401 {""message"":""Unauthenticated.""}"
api/expense-requests,POST,App\Modules\FinancePayroll\Http\Controllers\ExpenseController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,422,PASS,"POST /api/expense-requests -> 422 {""message"":""The title field is required. (and 3 more errors)"",""errors"":{""title"":[""The title field is"
api/expense-requests,POST,App\Modules\FinancePayroll\Http\Controllers\ExpenseController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,422,PASS,"POST /api/expense-requests -> 422 {""message"":""The title field is required. (and 3 more errors)"",""errors"":{""title"":[""The title field is"
