route,method,action,middleware,public,auth_mode,expected,actual_status,result,evidence
api/students/{id},PATCH,App\Modules\Academic\Http\Controllers\StudentController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"PATCH /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6 -> 401 {""message"":""Unauthenticated.""}"
api/students/{id},PATCH,App\Modules\Academic\Http\Controllers\StudentController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"PATCH /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6 -> 200 {""id"":""01a03ca9-83c7-71f3-82bb-86700427f2f6"",""student_code"":""STU-2026-0001"",""full_name"":""Ahmad Rahim"
api/students/{id},PATCH,App\Modules\Academic\Http\Controllers\StudentController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"PATCH /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6 -> 200 {""id"":""01a03ca9-83c7-71f3-82bb-86700427f2f6"",""student_code"":""STU-2026-0001"",""full_name"":""Ahmad Rahim"
api/students/{id},DELETE,App\Modules\Academic\Http\Controllers\StudentController@destroy,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"DELETE /api/students/7581f251-44ca-4152-9d16-59c92d4cb957 -> 401 {""message"":""Unauthenticated.""}"
api/students/{id},DELETE,App\Modules\Academic\Http\Controllers\StudentController@destroy,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"DELETE /api/students/1fed1118-8a09-4781-9e7c-93914838de43 -> 401 {""message"":""Unauthenticated.""}"
api/students/{id},DELETE,App\Modules\Academic\Http\Controllers\StudentController@destroy,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,404,PASS,"DELETE /api/students/07dd407e-37ca-438d-88a6-2e28a0537ddc -> 404 {
    ""message"": ""No query results for model [App\\Modules\\Academic\\Models\\Student] 07dd407e-37ca"
api/students/{id},DELETE,App\Modules\Academic\Http\Controllers\StudentController@destroy,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,404,PASS,"DELETE /api/students/6ffba5a1-af70-499d-8334-5176c04f200b -> 404 {
    ""message"": ""No query results for model [App\\Modules\\Academic\\Models\\Student] 6ffba5a1-af70"
api/students/{id}/enroll,POST,App\Modules\Academic\Http\Controllers\StudentController@enroll,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/enroll -> 401 {""message"":""Unauthenticated.""}"
api/students/{id}/enroll,POST,App\Modules\Academic\Http\Controllers\StudentController@enroll,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"POST /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/enroll -> 401 {""message"":""Unauthenticated.""}"
api/students/{id}/enroll,POST,App\Modules\Academic\Http\Controllers\StudentController@enroll,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,422,PASS,"POST /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/enroll -> 422 {""message"":""The program id field is required."",""errors"":{""program_id"":[""The program id field is requ"
api/students/{id}/enroll,POST,App\Modules\Academic\Http\Controllers\StudentController@enroll,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,422,PASS,"POST /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/enroll -> 422 {""message"":""The program id field is required."",""errors"":{""program_id"":[""The program id field is requ"
api/students/{id}/journey,GET,App\Modules\Academic\Http\Controllers\StudentController@journey,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/journey -> 401 {""message"":""Unauthenticated.""}"
api/students/{id}/journey,GET,App\Modules\Academic\Http\Controllers\StudentController@journey,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/journey -> 401 {""message"":""Unauthenticated.""}"
api/students/{id}/journey,GET,App\Modules\Academic\Http\Controllers\StudentController@journey,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/journey -> 200 [{""id"":""01a03cdf-a103-70c1-8f6e-1d2f402c1452"",""student_id"":""01a03ca9-83c7-71f3-82bb-86700427f2f6"",""e"
api/students/{id}/journey,GET,App\Modules\Academic\Http\Controllers\StudentController@journey,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/journey -> 200 [{""id"":""01a03cdf-a103-70c1-8f6e-1d2f402c1452"",""student_id"":""01a03ca9-83c7-71f3-82bb-86700427f2f6"",""e"
api/students/{studentId}/exams,GET,App\Modules\Academic\Http\Controllers\StudentController@exams,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/exams -> 401 {""message"":""Unauthenticated.""}"
api/students/{studentId}/exams,GET,App\Modules\Academic\Http\Controllers\StudentController@exams,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/exams -> 401 {""message"":""Unauthenticated.""}"
api/students/{studentId}/exams,GET,App\Modules\Academic\Http\Controllers\StudentController@exams,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,GET /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/exams -> 200 []
api/students/{studentId}/exams,GET,App\Modules\Academic\Http\Controllers\StudentController@exams,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,GET /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/exams -> 200 []
api/students/{studentId}/finance-summary,GET,App\Modules\FinancePayroll\Http\Controllers\PaymentController@studentFinanceSummary,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/finance-summary -> 401 {""message"":""Unauthenticated.""}"
api/students/{studentId}/finance-summary,GET,App\Modules\FinancePayroll\Http\Controllers\PaymentController@studentFinanceSummary,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/finance-summary -> 401 {""message"":""Unauthenticated.""}"
api/students/{studentId}/finance-summary,GET,App\Modules\FinancePayroll\Http\Controllers\PaymentController@studentFinanceSummary,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/finance-summary -> 200 {""grossTuition"":0,""discountPercent"":9,""scholarshipPercent"":0,""discountAmount"":0,""scholarshipAmount"":"
api/students/{studentId}/finance-summary,GET,App\Modules\FinancePayroll\Http\Controllers\PaymentController@studentFinanceSummary,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/finance-summary -> 200 {""grossTuition"":0,""discountPercent"":9,""scholarshipPercent"":0,""discountAmount"":0,""scholarshipAmount"":"
api/students/{studentId}/homework,GET,App\Modules\Academic\Http\Controllers\StudentController@homework,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/homework -> 401 {""message"":""Unauthenticated.""}"
api/students/{studentId}/homework,GET,App\Modules\Academic\Http\Controllers\StudentController@homework,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/homework -> 401 {""message"":""Unauthenticated.""}"
api/students/{studentId}/homework,GET,App\Modules\Academic\Http\Controllers\StudentController@homework,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,GET /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/homework -> 200 []
api/students/{studentId}/homework,GET,App\Modules\Academic\Http\Controllers\StudentController@homework,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,GET /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/homework -> 200 []
api/students/{studentId}/promote,POST,App\Modules\Academic\Http\Controllers\PromotionController@promote,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/promote -> 401 {""message"":""Unauthenticated.""}"
api/students/{studentId}/promote,POST,App\Modules\Academic\Http\Controllers\PromotionController@promote,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"POST /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/promote -> 401 {""message"":""Unauthenticated.""}"
api/students/{studentId}/promote,POST,App\Modules\Academic\Http\Controllers\PromotionController@promote,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,422,PASS,"POST /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/promote -> 422 {""message"":""The to level id field is required."",""errors"":{""to_level_id"":[""The to level id field is r"
api/students/{studentId}/promote,POST,App\Modules\Academic\Http\Controllers\PromotionController@promote,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,422,PASS,"POST /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/promote -> 422 {""message"":""The to level id field is required."",""errors"":{""to_level_id"":[""The to level id field is r"
api/students/{studentId}/promotion-recommend,GET,App\Modules\Academic\Http\Controllers\PromotionController@recommend,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/promotion-recommend -> 401 {""message"":""Unauthenticated.""}"
api/students/{studentId}/promotion-recommend,GET,App\Modules\Academic\Http\Controllers\PromotionController@recommend,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/promotion-recommend -> 401 {""message"":""Unauthenticated.""}"
api/students/{studentId}/promotion-recommend,GET,App\Modules\Academic\Http\Controllers\PromotionController@recommend,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,422,WARN,"GET /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/promotion-recommend -> 422 {""message"":""No active enrollment with program version""}"
api/students/{studentId}/promotion-recommend,GET,App\Modules\Academic\Http\Controllers\PromotionController@recommend,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,422,WARN,"GET /api/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/promotion-recommend -> 422 {""message"":""No active enrollment with program version""}"
api/teachers,GET,App\Modules\PeopleHr\Http\Controllers\TeacherController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/teachers -> 401 {""message"":""Unauthenticated.""}"
api/teachers,GET,App\Modules\PeopleHr\Http\Controllers\TeacherController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/teachers -> 401 {""message"":""Unauthenticated.""}"
api/teachers,GET,App\Modules\PeopleHr\Http\Controllers\TeacherController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/teachers -> 200 [{""id"":""d2046fc7-82bb-4b8e-8b5e-1b24837628ef"",""full_name"":""Ahmad Karimi"",""phone"":null,""email"":null,"""
api/teachers,GET,App\Modules\PeopleHr\Http\Controllers\TeacherController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/teachers -> 200 [{""id"":""d2046fc7-82bb-4b8e-8b5e-1b24837628ef"",""full_name"":""Ahmad Karimi"",""phone"":null,""email"":null,"""
api/teachers,POST,App\Modules\PeopleHr\Http\Controllers\TeacherController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/teachers -> 401 {""message"":""Unauthenticated.""}"
api/teachers,POST,App\Modules\PeopleHr\Http\Controllers\TeacherController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"POST /api/teachers -> 401 {""message"":""Unauthenticated.""}"
api/teachers,POST,App\Modules\PeopleHr\Http\Controllers\TeacherController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,422,PASS,"POST /api/teachers -> 422 {""message"":""The full name field is required. (and 2 more errors)"",""errors"":{""full_name"":[""The full n"
api/teachers,POST,App\Modules\PeopleHr\Http\Controllers\TeacherController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,422,PASS,"POST /api/teachers -> 422 {""message"":""The full name field is required. (and 2 more errors)"",""errors"":{""full_name"":[""The full n"
api/teachers/{id},GET,App\Modules\PeopleHr\Http\Controllers\TeacherController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/teachers/08b83754-a5d1-4ad2-ac97-e349dd9b102d -> 401 {""message"":""Unauthenticated.""}"
api/teachers/{id},GET,App\Modules\PeopleHr\Http\Controllers\TeacherController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/teachers/08b83754-a5d1-4ad2-ac97-e349dd9b102d -> 401 {""message"":""Unauthenticated.""}"
api/teachers/{id},GET,App\Modules\PeopleHr\Http\Controllers\TeacherController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/teachers/08b83754-a5d1-4ad2-ac97-e349dd9b102d -> 200 {""id"":""08b83754-a5d1-4ad2-ac97-e349dd9b102d"",""full_name"":""Hacked"",""phone"":null,""email"":null,""base_sa"
api/teachers/{id},GET,App\Modules\PeopleHr\Http\Controllers\TeacherController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/teachers/08b83754-a5d1-4ad2-ac97-e349dd9b102d -> 200 {""id"":""08b83754-a5d1-4ad2-ac97-e349dd9b102d"",""full_name"":""Hacked"",""phone"":null,""email"":null,""base_sa"
api/teachers/{id},PATCH,App\Modules\PeopleHr\Http\Controllers\TeacherController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"PATCH /api/teachers/08b83754-a5d1-4ad2-ac97-e349dd9b102d -> 401 {""message"":""Unauthenticated.""}"
api/teachers/{id},PATCH,App\Modules\PeopleHr\Http\Controllers\TeacherController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"PATCH /api/teachers/08b83754-a5d1-4ad2-ac97-e349dd9b102d -> 401 {""message"":""Unauthenticated.""}"
api/teachers/{id},PATCH,App\Modules\PeopleHr\Http\Controllers\TeacherController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"PATCH /api/teachers/08b83754-a5d1-4ad2-ac97-e349dd9b102d -> 200 {""id"":""08b83754-a5d1-4ad2-ac97-e349dd9b102d"",""full_name"":""Hacked"",""phone"":null,""email"":null,""base_sa"
api/teachers/{id},PATCH,App\Modules\PeopleHr\Http\Controllers\TeacherController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"PATCH /api/teachers/08b83754-a5d1-4ad2-ac97-e349dd9b102d -> 200 {""id"":""08b83754-a5d1-4ad2-ac97-e349dd9b102d"",""full_name"":""Hacked"",""phone"":null,""email"":null,""base_sa"
api/teachers/{id},DELETE,App\Modules\PeopleHr\Http\Controllers\TeacherController@destroy,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"DELETE /api/teachers/565061b6-b83f-48c9-9cef-9424fdd0934c -> 401 {""message"":""Unauthenticated.""}"
api/teachers/{id},DELETE,App\Modules\PeopleHr\Http\Controllers\TeacherController@destroy,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"DELETE /api/teachers/16040ff1-c3db-4488-8080-f85a594fa34e -> 401 {""message"":""Unauthenticated.""}"
api/teachers/{id},DELETE,App\Modules\PeopleHr\Http\Controllers\TeacherController@destroy,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,404,PASS,"DELETE /api/teachers/1c79542d-649b-4942-98ab-9af404f3420f -> 404 {
    ""message"": ""No query results for model [App\\Modules\\PeopleHr\\Models\\Teacher] 1c79542d-649b"
api/teachers/{id},DELETE,App\Modules\PeopleHr\Http\Controllers\TeacherController@destroy,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,404,PASS,"DELETE /api/teachers/3e7a104e-536e-4a73-88c5-fca25a8693a6 -> 404 {
    ""message"": ""No query results for model [App\\Modules\\PeopleHr\\Models\\Teacher] 3e7a104e-536e"
api/teachers/{id}/evaluations,GET,App\Modules\PeopleHr\Http\Controllers\TeacherController@evaluations,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/teachers/08b83754-a5d1-4ad2-ac97-e349dd9b102d/evaluations -> 401 {""message"":""Unauthenticated.""}"
api/teachers/{id}/evaluations,GET,App\Modules\PeopleHr\Http\Controllers\TeacherController@evaluations,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/teachers/08b83754-a5d1-4ad2-ac97-e349dd9b102d/evaluations -> 401 {""message"":""Unauthenticated.""}"
api/teachers/{id}/evaluations,GET,App\Modules\PeopleHr\Http\Controllers\TeacherController@evaluations,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,GET /api/teachers/08b83754-a5d1-4ad2-ac97-e349dd9b102d/evaluations -> 200 []
api/teachers/{id}/evaluations,GET,App\Modules\PeopleHr\Http\Controllers\TeacherController@evaluations,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,GET /api/teachers/08b83754-a5d1-4ad2-ac97-e349dd9b102d/evaluations -> 200 []
api/teachers/{id}/evaluations,POST,App\Modules\PeopleHr\Http\Controllers\TeacherController@storeEvaluation,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/teachers/08b83754-a5d1-4ad2-ac97-e349dd9b102d/evaluations -> 401 {""message"":""Unauthenticated.""}"
api/teachers/{id}/evaluations,POST,App\Modules\PeopleHr\Http\Controllers\TeacherController@storeEvaluation,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"POST /api/teachers/08b83754-a5d1-4ad2-ac97-e349dd9b102d/evaluations -> 401 {""message"":""Unauthenticated.""}"
api/teachers/{id}/evaluations,POST,App\Modules\PeopleHr\Http\Controllers\TeacherController@storeEvaluation,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,422,PASS,"POST /api/teachers/08b83754-a5d1-4ad2-ac97-e349dd9b102d/evaluations -> 422 {""message"":""The date field is required. (and 1 more error)"",""errors"":{""date"":[""The date field is req"
api/teachers/{id}/evaluations,POST,App\Modules\PeopleHr\Http\Controllers\TeacherController@storeEvaluation,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,422,PASS,"POST /api/teachers/08b83754-a5d1-4ad2-ac97-e349dd9b102d/evaluations -> 422 {""message"":""The date field is required. (and 1 more error)"",""errors"":{""date"":[""The date field is req"
api/teachers/{id}/transfer,POST,App\Modules\PeopleHr\Http\Controllers\TeacherController@transfer,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/teachers/08b83754-a5d1-4ad2-ac97-e349dd9b102d/transfer -> 401 {""message"":""Unauthenticated.""}"
api/teachers/{id}/transfer,POST,App\Modules\PeopleHr\Http\Controllers\TeacherController@transfer,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"POST /api/teachers/08b83754-a5d1-4ad2-ac97-e349dd9b102d/transfer -> 401 {""message"":""Unauthenticated.""}"
api/teachers/{id}/transfer,POST,App\Modules\PeopleHr\Http\Controllers\TeacherController@transfer,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,429,PASS,"POST /api/teachers/08b83754-a5d1-4ad2-ac97-e349dd9b102d/transfer -> 429 {""message"":""Too many requests. Please try again later."",""retry_after"":23}"
api/teachers/{id}/transfer,POST,App\Modules\PeopleHr\Http\Controllers\TeacherController@transfer,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,422,PASS,"POST /api/teachers/08b83754-a5d1-4ad2-ac97-e349dd9b102d/transfer -> 422 {""message"":""The new branch id field is required. (and 1 more error)"",""errors"":{""new_branch_id"":[""The"
api/teachers/{teacherId}/computed-salary,GET,App\Modules\FinancePayroll\Http\Controllers\PaymentController@teacherComputedSalary,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/teachers/08b83754-a5d1-4ad2-ac97-e349dd9b102d/computed-salary -> 401 {""message"":""Unauthenticated.""}"
api/teachers/{teacherId}/computed-salary,GET,App\Modules\FinancePayroll\Http\Controllers\PaymentController@teacherComputedSalary,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/teachers/08b83754-a5d1-4ad2-ac97-e349dd9b102d/computed-salary -> 401 {""message"":""Unauthenticated.""}"
